2026-09-14T12:27:18.750Z	deepseek-flash	8119	50521	0	181.7
2026-09-14T12:29:51.995Z	deepseek-flash	8119	23813	7936	93.2
2026-09-14T12:31:28.996Z	deepseek-flash	9943	9183	8064	36.7
